paperId_acm,title_acm,authors_acm,venue_acm,year_acm,cleaned_title_acm,cleaned_authors_acm,index_acm
5390880220f70186a0d77f50,Evolution and change in data management — issues and directions,"John F. Roddick, Lina Al-Jadir, Leopoldo Bertossi, Marlon Dumas, Florida Estrella, Heidi Gregersen, Kathleen Hornsby, Jens Lufter, Federica Mandreoli, Tomi Männistö, Enric Mayol, Lex Wedemeijer",ACM SIGMOD Record,2000,evolution and change in data management issues and directions,john f roddick lina al jadir leopoldo bertossi marlon dumas florida estrella heidi gregersen kathleen hornsby jens lufter federica mandreoli tomi m nnist enric mayol lex wedemeijer,1530
539087d420f70186a0d5df6e,The REACH active OODBMS,"A. P. Buchmann, A. Deutsch, J. Zimmermann, M. Higa",SIGMOD '95 Proceedings of the 1995 ACM SIGMOD international conference on Management of data,1995,the reach active oodbms,a p buchmann a deutsch j zimmermann m higa,808
53909f8c20f70186a0e3fe53,Composing mappings among data sources,"Jayant Madhavan, Alon Y. Halevy",VLDB '03 Proceedings of the 29th international conference on Very large data bases - Volume 29,2003,composing mappings among data sources,jayant madhavan alon y halevy,416
539087d920f70186a0d62063,Geographic database systems: issues and research needs,Max J. Egenhofer,PODS '96 Proceedings of the fifteenth ACM SIGACT-SIGMOD-SIGART symposium on Principles of database systems,1996,geographic database systems issues and research needs,max j egenhofer,915
5390880220f70186a0d77f8e,FinTime: a financial time series benchmark,"Kaippallimalil J. Jacob, Dennis Shasha",ACM SIGMOD Record,1999,fintime a financial time series benchmark,kaippallimalil j jacob dennis shasha,1546
5390975920f70186a0dfe095,Supporting top-k join queries in relational databases,"Ihab F. Ilyas, Walid G. Aref, Ahmed K. Elmagarmid",The VLDB Journal — The International Journal on Very Large Data Bases,2004,supporting top k join queries in relational databases,ihab f ilyas walid g aref ahmed k elmagarmid,151
5390880220f70186a0d75f01,Towards self-tuning data placement in parallel database systems,"Mong Li Lee, Masaru Kitsuregawa, Beng Chin Ooi, Kian-Lee Tan, Anirban Mondal",SIGMOD '00 Proceedings of the 2000 ACM SIGMOD international conference on Management of data,2000,towards self tuning data placement in parallel database systems,mong li lee masaru kitsuregawa beng chin ooi kian lee tan anirban mondal,1460
539087ef20f70186a0d6c8e7,A case for intelligent disks (IDISKs),"Kimberly Keeton, David A. Patterson, Joseph M. Hellerstein",ACM SIGMOD Record,1998,a case for intelligent disks idisks,kimberly keeton david a patterson joseph m hellerstein,1234
5390880220f70186a0d762e6,FACT: a learning based Web query processing system,"Songting Chen, Yanlei Diao, Hongjun Lu, Zengping Tian",SIGMOD '00 Proceedings of the 2000 ACM SIGMOD international conference on Management of data,2000,fact a learning based web query processing system,songting chen yanlei diao hongjun lu zengping tian,1514
539087eb20f70186a0d6a453,The Garlic project,"M. Tork Roth, M. Arya, L. Haas, M. Carey, W. Cody, R. Fagin, P. Schwarz, J. Thomas, E. Wimmers",SIGMOD '96 Proceedings of the 1996 ACM SIGMOD international conference on Management of data,1996,the garlic project,m tork roth m arya l haas m carey w cody r fagin p schwarz j thomas e wimmers,1219
53909f6920f70186a0e3a9ce,ALIAS: an active learning led interactive deduplication system,"Sunita Sarawagi, Anuradha Bhamidipaty, Alok Kirpal, Chandra Mouli",VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases,2002,alias an active learning led interactive deduplication system,sunita sarawagi anuradha bhamidipaty alok kirpal chandra mouli,354
53908b4920f70186a0dbab1a,Secure buffering in firm real-time database systems,"Binto George, Jayant R. Haritsa",The VLDB Journal — The International Journal on Very Large Data Bases,2000,secure buffering in firm real time database systems,binto george jayant r haritsa,2498
539087f320f70186a0d6f89a,Versions and workspaces in Microsoft repository,"Thomas Bergstraesser, Philip A. Bernstein, Shankar Pal, David Shutt",SIGMOD '99 Proceedings of the 1999 ACM SIGMOD international conference on Management of data,1999,versions and workspaces in microsoft repository,thomas bergstraesser philip a bernstein shankar pal david shutt,1319
5390972920f70186a0dfac97,Buffering databse operations for enhanced instruction cache performance,"Jingren Zhou, Kenneth A. Ross",SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data,2004,buffering databse operations for enhanced instruction cache performance,jingren zhou kenneth a ross,34
53908d6520f70186a0dd19f8,Approximate join processing over data streams,"Abhinandan Das, Johannes Gehrke, Mirek Riedewald",Proceedings of the 2003 ACM SIGMOD international conference on Management of data,2003,approximate join processing over data streams,abhinandan das johannes gehrke mirek riedewald,2709
53909f8c20f70186a0e3fe4a,Finding hierarchical heavy hitters in data streams,"Graham Cormode, Flip Korn, S. Muthukrishnan, Divesh Srivastava",VLDB '03 Proceedings of the 29th international conference on Very large data bases - Volume 29,2003,finding hierarchical heavy hitters in data streams,graham cormode flip korn s muthukrishnan divesh srivastava,412
5390881220f70186a0d7e2b0,The challenges of delivering content on the Internet,Tom Leighton,PODS '01 Proceedings of the twentieth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,2001,the challenges of delivering content on the internet,tom leighton,1658
539087f320f70186a0d6f95f,Exploratory mining via constrained frequent set queries,"Raymond Ng, Laks V. S. Lakshmanan, Jiawei Han, Teresa Mah",SIGMOD '99 Proceedings of the 1999 ACM SIGMOD international conference on Management of data,1999,exploratory mining via constrained frequent set queries,raymond ng laks v s lakshmanan jiawei han teresa mah,1330
5390881220f70186a0d7e339,"COSIMA- your smart, speaking E-salesperson","Werner Kieβling, Stefan Holland, Stefan Fischer, Thorsten Ehm",SIGMOD '01 Proceedings of the 2001 ACM SIGMOD international conference on Management of data,2001,cosima your smart speaking e salesperson,werner kie ling stefan holland stefan fischer thorsten ehm,1674
5390972920f70186a0dfaca5,Integrating vertical and horizontal partitioning into automated physical database design,"Sanjay Agrawal, Vivek Narasayya, Beverly Yang",SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data,2004,integrating vertical and horizontal partitioning into automated physical database design,sanjay agrawal vivek narasayya beverly yang,14
53909f8c20f70186a0e3fe7d,The zero-delay data warehouse: mobilizing heterogeneous database,Eva Kühn,VLDB '03 Proceedings of the 29th international conference on Very large data bases - Volume 29,2003,the zero delay data warehouse mobilizing heterogeneous database,eva k hn,494
539087f320f70186a0d70a0f,Semantic and pedagogic interoperability mechanisms in the ARIADNE educational repository,"E. Forte, F. Haenni, K. Warkentyne, E. Duval, K. Cardinaels, E. Vervaet, K. Hendrikx, M. Wentland Forte, F. Simillion",ACM SIGMOD Record,1999,semantic and pedagogic interoperability mechanisms in the ariadne educational repository,e forte f haenni k warkentyne e duval k cardinaels e vervaet k hendrikx m wentland forte f simillion,1388
539095ba20f70186a0df0f0a,Energy and rate based MAC protocol for wireless sensor networks,"Rajgopal Kannan, Ram Kalidindi, S. S. Iyengar, Vijay Kumar",ACM SIGMOD Record,2003,energy and rate based mac protocol for wireless sensor networks,rajgopal kannan ram kalidindi s s iyengar vijay kumar,2848
5390972920f70186a0dfacd2,Vertical and horizontal percentage aggregations,Carlos Ordonez,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data,2004,vertical and horizontal percentage aggregations,carlos ordonez,47
5390881220f70186a0d7e2e8,Space-efficient online computation of quantile summaries,"Michael Greenwald, Sanjeev Khanna",SIGMOD '01 Proceedings of the 2001 ACM SIGMOD international conference on Management of data,2001,space efficient online computation of quantile summaries,michael greenwald sanjeev khanna,1622
53908a7420f70186a0da45e6,Evaluating Top-k Selection Queries,"Surajit Chaudhuri, Luis Gravano",VLDB '99 Proceedings of the 25th International Conference on Very Large Data Bases,1999,evaluating top k selection queries,surajit chaudhuri luis gravano,2155
53908a9620f70186a0da4ce5,Generalized Search Trees for Database Systems,"Joseph M. Hellerstein, Jeffrey F. Naughton, Avi Pfeffer",VLDB '95 Proceedings of the 21th International Conference on Very Large Data Bases,1995,generalized search trees for database systems,joseph m hellerstein jeffrey f naughton avi pfeffer,2308
53908b4920f70186a0dbc922,A mapping mechanism to support bitmap index and other auxiliary structures on tables stored as primary B+-trees,"Eugene Inseok Chong, Jagannathan Srinivasan, Souripriya Das, Chuck Freiwald, Aravind Yalamanchi, Mahesh Jagannath, Anh-Tuan Tran, Ramkumar Krishnan, Richard Jiang",ACM SIGMOD Record,2003,a mapping mechanism to support bitmap index and other auxiliary structures on tables stored as primary b trees,eugene inseok chong jagannathan srinivasan souripriya das chuck freiwald aravind yalamanchi mahesh jagannath anh tuan tran ramkumar krishnan richard jiang,2695
5390958a20f70186a0def8e6,Instance-based attribute identification in database integration,"Cecil Eng H. Chua, Roger H. L. Chiang, Ee-Peng Lim",The VLDB Journal — The International Journal on Very Large Data Bases,2003,instance based attribute identification in database integration,cecil eng h chua roger h l chiang ee peng lim,2828
539087f320f70186a0d6fe29,"SQLJ Part 0, now known as SQL/OLB (Object-Language Bindings)","Andrew Eisenberg, Jim Melton",ACM SIGMOD Record,1998,sqlj part 0 now known as sql olb object language bindings,andrew eisenberg jim melton,1376
539087cb20f70186a0d594f0,HODFA: an architectural framework for homogenizing heterogeneous legacy databases,"Kamalakar Karlapalem, Qing Li, Chung-Dak Shum",ACM SIGMOD Record,1995,hodfa an architectural framework for homogenizing heterogeneous legacy databases,kamalakar karlapalem qing li chung dak shum,657
53909f8c20f70186a0e40203,Semantic mining and analysis of gene expression data,"Xin Xu, Gao Cong, Beng Chin Ooi, Kian-Lee Tan, Anthony K. H. Tung",VLDB '04 Proceedings of the Thirtieth international conference on Very large data bases - Volume 30,2004,semantic mining and analysis of gene expression data,xin xu gao cong beng chin ooi kian lee tan anthony k h tung,629
5390980720f70186a0e01e41,Report on the seventh EDBT summer school: XML & databases,"Riccardo Torlone, Paolo Atzeni",ACM SIGMOD Record,2004,report on the seventh edbt summer school xml databases,riccardo torlone paolo atzeni,210
539087e720f70186a0d69693,DataSplash,"Chris Olston, Allison Woodruff, Alexander Aiken, Michael Chu, Vuk Ercegovac, Mark Lin, Mybrid Spalding, Michael Stonebraker",SIGMOD '98 Proceedings of the 1998 ACM SIGMOD international conference on Management of data,1998,datasplash,chris olston allison woodruff alexander aiken michael chu vuk ercegovac mark lin mybrid spalding michael stonebraker,1188
539087d920f70186a0d5ff74,SQL query optimization: reordering for a general class of queries,"Piyush Goel, Bala Iyer",SIGMOD '96 Proceedings of the 1996 ACM SIGMOD international conference on Management of data,1996,sql query optimization reordering for a general class of queries,piyush goel bala iyer,836
5390975920f70186a0dfe099,Preserving mapping consistency under schema changes,"Yannis Velegrakis, J. Miller, Lucian Popa",The VLDB Journal — The International Journal on Very Large Data Bases,2004,preserving mapping consistency under schema changes,yannis velegrakis j miller lucian popa,152
53909f6920f70186a0e3a984,Distributed search over the hidden web: hierarchical database sampling and selection,"Panagiotis G. Ipeirotis, Luis Gravano",VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases,2002,distributed search over the hidden web hierarchical database sampling and selection,panagiotis g ipeirotis luis gravano,293
539087f320f70186a0d6f87e,Efficient geometry-based similarity search of 3D spatial databases,Daniel A. Keim,SIGMOD '99 Proceedings of the 1999 ACM SIGMOD international conference on Management of data,1999,efficient geometry based similarity search of 3d spatial databases,daniel a keim,1355
5390962020f70186a0df3f48,Land below a DBMS,"Kaladhar Voruganti, Jai Menon, Sandeep Gopisetty",ACM SIGMOD Record,2004,land below a dbms,kaladhar voruganti jai menon sandeep gopisetty,2879
558f422a0cf2e0ca47150a97,The VLDB Journal — The International Journal on Very Large Data Bases,"",The VLDB Journal — The International Journal on Very Large Data Bases,1997,the vldb journal the international journal on very large data bases,"",2556
539087dd20f70186a0d644a8,Online aggregation,"Joseph M. Hellerstein, Peter J. Haas, Helen J. Wang",SIGMOD '97 Proceedings of the 1997 ACM SIGMOD international conference on Management of data,1997,online aggregation,joseph m hellerstein peter j haas helen j wang,973
