index_acm,paperId_acm,title_acm,authors_acm,venue_acm,year_acm
159,5390975920f70186a0dfe2b0,piers an efficient model for similarity search in dna sequence databases,xia cao shuai cheng li beng chin ooi anthony k h tung,acm sigmod record,2004
160,5390975920f70186a0dfe2b5,biofast challenges in exploring linked life sciences sources,jens bleiholder felix naumann zo lacroix louiqa raschid hyma murthy maria esther vidal,acm sigmod record,2004
161,5390975920f70186a0dfe2bb,review of managing gigabytes compressing and indexing documents and images by ian h witten alistair moffat and timothy c bell morgan kauffman 1999 519 pp isbn 1558605703,s v nagaraj,acm sigmod record,2004
162,5390975920f70186a0dfe2b9,jeffrey naughton speaks out on database systems as control freaks how to choose students how to choose problems how to get attention the importance of being true to yourself and more,marianne winslett,acm sigmod record,2004
163,5390975920f70186a0dfe2b7,introducing an annotated bibliography on temporal and evolution aspects in the world wide web,fabio grandi,acm sigmod record,2004
164,5390975920f70186a0dfe2bc,database tuning principles experiments and troubleshooting techniques,dennis shasha philippe bonnet nancy hartline bercich,acm sigmod record,2004
165,5390975920f70186a0dfe2ba,an early look at xquery api for java xqj,andrew eisenberg jim melton,acm sigmod record,2004
166,5590e04a0cf25001c36efa09,reminiscences on influential papers,kenneth a ross,acm sigmod record,2004
167,5390975920f70186a0dfe2bf,report on the edbt 04 workshop on database technologies for handling xml information on the web,marco mesiti barbara catania giovanna guerrini akmal chaudhri,acm sigmod record,2004
168,5390975920f70186a0dfe2c0,issues in mechanical engineering design management,dave hislop zo lacroix gerald moeller,acm sigmod record,2004
169,5390975920f70186a0dfe2b3,automatic composite wrapper generation for semi structured biological data based on table structure identification,liangyou chen hasan m jamil nan wang,acm sigmod record,2004
170,5390975920f70186a0dfe2be,spatial temporal and spatio temporal databases hot issues and directions for phd research,john f roddick erik hoel max j egenhofer dimitris papadias betty salzberg,acm sigmod record,2004
171,5390975920f70186a0dfe2ae,using reasoning to guide annotation with gene ontology terms in goat,michael bada daniele turi robin mcentire robert stevens,acm sigmod record,2004
172,5390975920f70186a0dfe2b1,the genalg project developing a new integrating data model language and tool for managing and querying genomic information,joachim hammer markus schneider,acm sigmod record,2004
173,5390975920f70186a0dfe2af,managing and analyzing carbohydrate data,kiyoko f aoki nobuhisa ueda atsuko yamaguchi tatsuya akutsu minoru kanehisa hiroshi mamitsuka,acm sigmod record,2004
174,5590cf4f0cf25001c36eeff7,acm sigmod record,,acm sigmod record,2004
175,5390975920f70186a0dfe2b8,logic based web information extraction,georg gottlob christoph koch,acm sigmod record,2004
176,5390975920f70186a0dfe2bd,branding yourself,richard snodgrass merrie brucks,acm sigmod record,2004
177,5390975920f70186a0dfe2b6,mobile databases a selection of open issues and research directions,guy bernard jalel ben othman luc bouganim g r me canals sophie chabridon bruno defude jean ferri st phane gan arski rachid guerraoui pascal molli philippe pucheral claudia roncancio patricia serrano alvarado patrick valduriez,acm sigmod record,2004
179,558e0b600cf2e6675805097a,acm sigmod record,,acm sigmod record,2004
180,5390979920f70186a0dffb84,civedi a customized virtual environment for database interaction,pietro mazzoleni elisa bertino elena ferrari stefano valtolina,acm sigmod record,2004
181,5390979920f70186a0dffb82,a denotational semantics for continuous queries over streams and relations,arvind arasu jennifer widom,acm sigmod record,2004
182,5390979920f70186a0dffb86,an evaluation of xml indexes for structural join,hanyu li mong li lee wynne hsu chao chen,acm sigmod record,2004
183,5390979920f70186a0dffb85,semantically enriched web services for the travel industry,a dogac y kabak g laleci s sinir a yildiz s kirbas y gurcan,acm sigmod record,2004
184,5390979920f70186a0dffb87,optimization of data stream processing,janusz r getta ehsan vossough,acm sigmod record,2004
185,5390979920f70186a0dffb8e,report on the 3rd web dynamics workshop at www 2004,mark levene alexandra poulovassilis,acm sigmod record,2004
186,5390979920f70186a0dffb8f,report on the workshop on metadata management in grid and peer to peer systems london december 16 2003,kevin keenoy alexandra poulovassilis vassilis christophides george loizou giorgos kokkinidis george samaras nicolas spyratos,acm sigmod record,2004
187,5390979920f70186a0dffb8a,structured databases on the web observations and implications,kevin chen chuan chang bin he chengkai li mitesh patel zhen zhang,acm sigmod record,2004
188,5390979920f70186a0dffb89,integration of biological sources current systems and challenges ahead,thomas hernandez subbarao kambhampati,acm sigmod record,2004
189,5390979920f70186a0dffb8c,advancements in sql xml,andrew eisenberg jim melton,acm sigmod record,2004
190,5390979920f70186a0dffb8b,nestream querying nested streams,damianos chatziantoniou achilleas anagnostopoulos,acm sigmod record,2004
191,5390979920f70186a0dffb8d,report on the 9th acm symposium on access control models and technologies sacmat 04,elena ferrari,acm sigmod record,2004
192,5390979920f70186a0dffb83,a read only transaction anomaly under snapshot isolation,alan fekete elizabeth o neil patrick o neil,acm sigmod record,2004
193,558ce80de4b0bb3102a0c8ac,reminiscences on influential papers,kenneth a ross,acm sigmod record,2004
194,5390979920f70186a0dffb88,phil bernstein speaks out on trends at industrial research labs what metadata management products need peculiarities of the tenure sytem how to fix the problems with database research conferences and more,marianne winslett,acm sigmod record,2004
195,5390979920f70186a0e00cd7,guest editorial to the special issue on data stream processing,johannes gehrke m hellerstein,the vldb journal — the international journal on very large data bases,2004
196,5390979920f70186a0e00cd5,tracking set expression cardinalities over continuous update streams,sumit ganguly minos garofalakis rajeev rastogi,the vldb journal — the international journal on very large data bases,2004
197,5390979920f70186a0e00cd6,balancing energy efficiency and quality of aggregate data in sensor networks,a sharaf jonathan beaver alexandros labrinidis k chrysanthis,the vldb journal — the international journal on very large data bases,2004
198,5390979920f70186a0e00cd2,operator scheduling in data stream systems,brian babcock shivnath babu mayur datar rajeev motwani dilys thomas,the vldb journal — the international journal on very large data bases,2004
199,5390979920f70186a0e00cd3,retrospective on aurora,hari balakrishnan magdalena balazinska don carney u ur etintemel mitch cherniack christian convey eddie galvez jon salz michael stonebraker nesime tatbul richard tibbetts stan zdonik,the vldb journal — the international journal on very large data bases,2004
200,5390979920f70186a0e00cd4,finding hot query patterns over an xquery stream,huai yang li lee wynne hsu,the vldb journal — the international journal on very large data bases,2004
201,5590cdf40cf237666fc28cff,the vldb journal the international journal on very large data bases,,the vldb journal — the international journal on very large data bases,2004
202,5590dd290cf2ce4b6f3a0918,acm sigmod record,,acm sigmod record,2004
203,5390980720f70186a0e01e39,from semantic integration to semantics management case studies and a way forward,arnon rosenthal len seligman scott renner,acm sigmod record,2004
204,5390980720f70186a0e01e37,kanata adaptation and evolution in data sharing systems,periklis andritsos ariel fuxman anastasios kementsietsidis ren e j miller yannis velegrakis,acm sigmod record,2004
205,5390980720f70186a0e01e36,matching large xml schemas,erhard rahm hong hai do sabine ma mann,acm sigmod record,2004
206,5390980720f70186a0e01e35,a holistic paradigm for large scale schema matching,bin he kevin chen chuan chang,acm sigmod record,2004
208,5390980720f70186a0e01e40,review of emergence and convergence qualitative novelty and the unity of knowledge by mario bunge university of toronto press 2004 isbn 0 8020 8860 0,haim kilov,acm sigmod record,2004
209,5390980720f70186a0e01e42,report on the first xquery implementation experience and perspectives workshop xime p,ioana manolescu yannis papakonstantinou,acm sigmod record,2004
210,5390980720f70186a0e01e41,report on the seventh edbt summer school xml databases,riccardo torlone paolo atzeni,acm sigmod record,2004
211,5390980720f70186a0e01e33,introduction to the special issue on semantic integration,anhai doan natalya f noy alon y halevy,acm sigmod record,2004
212,5390980720f70186a0e01e38,industrial strength schema matching,philip a bernstein sergey melnik michalis petropoulos christoph quix,acm sigmod record,2004
213,5390980720f70186a0e01e3b,ontologies and semantics for seamless connectivity,michael uschold michael gruninger,acm sigmod record,2004
